src\safeguard_monitoring.py:158: error: Unsupported target for indexed assignment ("Collection[str]")  [index]
src\statistics_refresh.py:125: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:125: error: Expression type contains "Any" (has type "Any | str")  [misc]
src\statistics_refresh.py:126: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:126: error: Expression type contains "Any" (has type "Any | bool")  [misc]
src\statistics_refresh.py:127: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:128: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:129: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:130: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:135: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\statistics_refresh.py:137: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\statistics_refresh.py:142: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:148: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\statistics_refresh.py:151: error: Explicit "Any" is not allowed  [explicit-any]
src\statistics_refresh.py:179: error: Expression type contains "Any" (has type "_GeneratorContextManager[Any, None, None]")  [misc]
src\statistics_refresh.py:179: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:180: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:189: error: Item "str" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:189: error: Item "int" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:189: error: Item "float" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:189: error: Item "bool" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:189: error: Item "None" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:189: error: Item "dict[str, JSONValue]" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:194: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:196: error: Item "str" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:196: error: Item "int" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:196: error: Item "float" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:196: error: Item "bool" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:196: error: Item "None" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:196: error: Item "dict[str, JSONValue]" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:201: error: Item "str" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:201: error: Item "int" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:201: error: Item "float" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:201: error: Item "bool" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:201: error: Item "None" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:201: error: Item "dict[str, JSONValue]" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:209: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\statistics_refresh.py:210: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\statistics_refresh.py:211: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\statistics_refresh.py:211: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\statistics_refresh.py:212: error: Item "str" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:212: error: Item "int" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:212: error: Item "float" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:212: error: Item "bool" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:212: error: Item "None" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:212: error: Item "dict[str, JSONValue]" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:213: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\statistics_refresh.py:213: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\statistics_refresh.py:213: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:217: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:226: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:228: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:229: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:230: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:234: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:236: error: Item "str" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:236: error: Item "int" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:236: error: Item "float" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:236: error: Item "bool" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:236: error: Item "None" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:236: error: Item "dict[str, JSONValue]" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:241: error: Item "str" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:241: error: Item "int" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:241: error: Item "float" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:241: error: Item "bool" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:241: error: Item "None" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:241: error: Item "dict[str, JSONValue]" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:245: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:255: error: Explicit "Any" is not allowed  [explicit-any]
src\statistics_refresh.py:286: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\statistics_refresh.py:289: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\statistics_refresh.py:291: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\statistics_refresh.py:296: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\statistics_refresh.py:297: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\statistics_refresh.py:300: error: Expression type contains "Any" (has type "_GeneratorContextManager[Any, None, None]")  [misc]
src\statistics_refresh.py:300: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:301: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:303: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\statistics_refresh.py:303: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\statistics_refresh.py:304: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\statistics_refresh.py:304: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:305: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:309: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:310: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:310: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\statistics_refresh.py:312: error: Item "str" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:312: error: Item "int" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:312: error: Item "float" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:312: error: Item "bool" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:312: error: Item "None" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:312: error: Item "dict[str, JSONValue]" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:313: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\statistics_refresh.py:314: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\statistics_refresh.py:314: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:316: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\statistics_refresh.py:316: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\statistics_refresh.py:316: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:321: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:323: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:324: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:324: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\statistics_refresh.py:326: error: Item "str" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:326: error: Item "int" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:326: error: Item "float" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:326: error: Item "bool" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:326: error: Item "None" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:326: error: Item "dict[str, JSONValue]" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:327: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\statistics_refresh.py:328: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\statistics_refresh.py:328: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:330: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\statistics_refresh.py:330: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\statistics_refresh.py:330: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:334: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:335: error: Item "str" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:335: error: Item "int" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:335: error: Item "float" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:335: error: Item "bool" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:335: error: Item "None" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:335: error: Item "dict[str, JSONValue]" of "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None" has no attribute "append"  [union-attr]
src\statistics_refresh.py:336: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\statistics_refresh.py:337: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\statistics_refresh.py:337: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:340: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\statistics_refresh.py:340: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\statistics_refresh.py:340: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:347: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:350: error: Argument 1 to "len" has incompatible type "str | int | float | bool | list[JSONValue] | dict[str, JSONValue] | None"; expected "Sized"  [arg-type]
src\statistics_refresh.py:369: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\statistics_refresh.py:370: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\statistics_refresh.py:371: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\statistics_refresh.py:371: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:372: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\statistics_refresh.py:372: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:376: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\statistics_refresh.py:376: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\statistics_refresh.py:376: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:377: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\statistics_refresh.py:377: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\statistics_refresh.py:377: error: Expression has type "Any"  [misc]
src\statistics_refresh.py:378: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\statistics_refresh.py:379: error: Expression type contains "Any" (has type "tuple[str, list[dict[str, Any]]]")  [misc]
src\statistics_refresh.py:379: error: Dict entry 3 has incompatible type "str": "list[dict[str, Any]]"; expected "str": "str | int | float | list[JSONValue] | dict[str, JSONValue] | None"  [dict-item]
src\statistics_refresh.py:379: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\redundant_index_detection.py:26: error: Explicit "Any" is not allowed  [explicit-any]
src\redundant_index_detection.py:48: error: Expression type contains "Any" (has type "_GeneratorContextManager[Any, None, None]")  [misc]
src\redundant_index_detection.py:48: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:49: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:49: error: Expression type contains "Any" (has type "type[RealDictCursor]")  [misc]
src\redundant_index_detection.py:75: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:76: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:79: error: Explicit "Any" is not allowed  [explicit-any]
src\redundant_index_detection.py:80: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:81: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:82: error: Expression type contains "Any" (has type "dict[str, list[dict[str, Any]]]")  [misc]
src\redundant_index_detection.py:83: error: Expression type contains "Any" (has type "dict[str, list[dict[str, Any]]]")  [misc]
src\redundant_index_detection.py:83: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\redundant_index_detection.py:85: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:85: error: Expression type contains "Any" (has type "list[Any]")  [misc]
src\redundant_index_detection.py:86: error: Expression type contains "Any" (has type "dict[str, list[dict[str, Any]]]")  [misc]
src\redundant_index_detection.py:86: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\redundant_index_detection.py:87: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:88: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:88: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:89: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:89: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:90: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:90: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:91: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:91: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:92: error: Expression type contains "Any" (has type "tuple[str, list[Any]]")  [misc]
src\redundant_index_detection.py:92: error: Expression type contains "Any" (has type "list[Any]")  [misc]
src\redundant_index_detection.py:93: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:94: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:94: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:95: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:100: error: Expression type contains "Any" (has type "tuple[str, list[dict[str, Any]]]")  [misc]
src\redundant_index_detection.py:100: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\redundant_index_detection.py:100: error: Expression type contains "Any" (has type "dict[str, list[dict[str, Any]]]")  [misc]
src\redundant_index_detection.py:100: error: Expression type contains "Any" (has type "dict_items[str, list[dict[str, Any]]]")  [misc]
src\redundant_index_detection.py:101: error: Expression type contains "Any" (has type "tuple[int, dict[str, Any]]")  [misc]
src\redundant_index_detection.py:101: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:101: error: Expression type contains "Any" (has type "enumerate[dict[str, Any]]")  [misc]
src\redundant_index_detection.py:101: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\redundant_index_detection.py:102: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:102: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\redundant_index_detection.py:103: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:104: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:104: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:105: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\redundant_index_detection.py:105: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:107: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\redundant_index_detection.py:109: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\redundant_index_detection.py:113: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:118: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\redundant_index_detection.py:121: error: Explicit "Any" is not allowed  [explicit-any]
src\redundant_index_detection.py:132: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:132: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:133: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:133: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:136: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:137: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:139: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:141: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:141: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:141: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:142: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:142: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:142: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:143: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:143: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:144: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:144: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:145: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:145: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:146: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:146: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:147: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:147: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:148: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:148: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:148: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:149: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:149: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:149: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:152: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:154: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:156: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:156: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:156: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:157: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:157: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:157: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:158: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:158: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:159: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:159: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:160: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:160: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:161: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:161: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:162: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:162: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:163: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:163: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:163: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:164: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:164: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:164: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:168: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:170: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:170: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:171: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:172: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:177: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:179: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:179: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:179: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:180: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:180: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:180: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:181: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:181: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:182: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:182: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:182: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:183: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:183: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:183: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:184: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:184: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:185: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:185: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:186: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:186: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:187: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:187: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:187: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:188: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:188: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:188: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:194: error: Explicit "Any" is not allowed  [explicit-any]
src\redundant_index_detection.py:206: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\redundant_index_detection.py:209: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:209: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\redundant_index_detection.py:210: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:210: error: Expression type contains "Any" (has type "Any | None")  [misc]
src\redundant_index_detection.py:211: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\redundant_index_detection.py:212: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:214: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:214: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:214: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:215: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:215: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:215: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:216: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:216: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
